RUSSLAND,0,1
RX,0,1
SAMSUNG,0,1
SC,0,1
SCREENPLAY,0,1
SGOV.GOV,1,0
SIPRNET,0,1
SMIL.MIL,1,0
SPUDTECH.COM,0,1
T-КЛЕТКА,1,5
T-КЛЕТЬ,0,1
TOTAL,0,1
TW600,0,2
UBS,0,2
ULTRABRAIN,0,1
USAID,0,7
VANCOUVER,1,0
VIP-ПУБЛИКА,0,1
VIP-СЕГМЕНТ,0,1
WEB-САЙТ,1,0
WIKILEAKS,0,1
А,1,5
А-5,0,1
А.,24,184
А4,0,2
А8,1,0
ААРОН,0,3
ААСЛИД,0,1
АБАЕВ,0,1
АБАЖУР,1,0
АБАК,5,0
АБАКАН,0,1
АБАКУМОВ,0,3
АБАЛАКОВ,0,3
АБАЦИСТ,1,0
АБАШИДЗЕ,0,1
АББАТ,1,0
АББРЕВИАТУРА,6,0
АБДАЛЛА,0,6
АБДЕЛЬ,0,5
АБДУЛЛА,0,6
АБДУЛЛАХ,0,1
АБДУЛМАНАП,0,1
АБЕД,0,1
АБЕЛЬ,0,1
АБЗАЦ,1,0
АБИССИНКА,1,0
АБИТУРИЕНТ,40,0
АБОВЯН,0,1
АБОНЕМЕНТ,1,0
АБОНЕНТ,16,0
АБОРИГЕН,5,0
АБОРТ,3,0
АБРАМ,0,2
АБРАМОВ,0,2
АБРАМОВИЧ,1,44
АБРИКОСОВ,0,1
АБСОЛЮТ,1,2
АБСОЛЮТИЗАЦИЯ,1,0
АБСОРБЕНТ,1,0
АБСТРАКЦИЯ,3,0
АБСУРД,12,0
АБСУРДНОСТЬ,2,0
АБСЦЕСС,1,0
АБУ,0,1
АБУБАКИРОВ,0,2
АБХАЗ,1,0
АБХАЗЕЦ,1,0
АБХАЗИЯ,2,38
АБЫЗОВ,1,2
АБЭ,0,1
АВАЛЬ,0,1
АВАНГАРД,4,0
АВАНГАРДИСТ,2,0
АВАНС,2,0
АВАНСЦЕНА,2,0
АВАНТЮРА,3,0
АВАНТЮРИСТ,1,0
АВАРЕЦ,3,0
АВАРИЙНОСТЬ,1,0
АВАРИЯ,38,0
АВАТАР,0,6
АВГУР,1,0
АВГУСТ,85,2
АВДЮКОВ,0,2
АВЕН,0,2
АВИА,0,1
АВИАБАЗА,5,0
АВИАБИЛЕТ,1,0
АВИАЗАВОД,4,0
АВИАКАТАСТРОФА,2,0
АВИАКОМПАНИЯ,24,2
АВИАКОНСТРУКТОР,3,0
АВИАЛАЙНЕР,3,0
АВИАЛЕСООХРАНА,1,0
АВИАЛИНИЯ,2,0
АВИАНОСЕЦ,1,0
АВИАПАССАЖИР,2,0
АВИАПЕРЕВОЗКА,1,0
АВИАПЕРЕВОЗЧИК,2,0
АВИАПЕРЕЛЕТ,2,0
АВИАПОЛК,1,0
АВИАПРОМ,1,0
АВИАПРОМЫШЛЕННОСТЬ,1,0
АВИАРЕЙС,4,0
АВИАСАЛОН,1,0
АВИАСТРОЕНИЕ,1,0
АВИАСТРОИТЕЛЬ,1,0
АВИАТЕХНИК,1,0
АВИАТЕХНИКА,1,0
АВИАТОР,2,0
АВИАТРАССА,1,0
АВИАЦИОНЩИК,1,0
АВИАЦИЯ,46,0
АВИГДОР,0,1
АВИЛОВ,0,1
АВИТАМИНОЗ,1,0
АВКСЕНТЬЕВ,0,1
АВН,0,3
АВОСЬКА,4,0
АВРААМ,0,9
АВРОРА,0,1
АВСТРАЛИЕЦ,4,0
АВСТРАЛИЯ,1,36
АВСТРИЕЦ,6,0
АВСТРИЯ,0,22
АВСТРО-ВЕНГРИЯ,0,2
АВТ,2,0
АВТАРКИЯ,1,0
АВТО,8,0
АВТОБАН,1,0
АВТОБИОГРАФИЯ,9,0
АВТОБУС,34,0
АВТОВАЗ,0,1
АВТОВЛАДЕЛЕЦ,1,0
АВТОГИГАНТ,2,0
АВТОГОНКИ,10,0
АВТОГРАФ,6,0
АВТОДОРОГА,5,0
АВТОДРОМ,4,0
АВТОЗАВОД,1,0
АВТОЗАВОДЕЦ,1,0
АВТОЗАПРАВКА,1,0
АВТОКАТАСТРОФА,1,0
АВТОКЛУБ,1,0
АВТОКОЛЕБАНИЕ,3,0
АВТОКОМПЛЕКТУЮЩАЯ,1,0
АВТОКРАН,1,0
АВТОЛИЗ,2,0
АВТОЛЮБИТЕЛЬ,5,0
АВТОМАТ,42,0
АВТОМАТИЗАЦИЯ,26,0
АВТОМАТИКА,3,0
АВТОМАТЧИК,1,0
АВТОМАШИНА,8,0
АВТОМОБИЛЕСТРОЕНИЕ,1,0
АВТОМОБИЛЕСТРОИТЕЛЬ,1,0
АВТОМОБИЛИСТ,12,0
АВТОМОБИЛЬ,150,0
АВТОМОЙКА,1,0
АВТОНОМИЯ,20,0
АВТОНОМНОСТЬ,4,0
АВТОНОМОВ,0,1
АВТООТВЕТЧИК,1,0
АВТОПАРК,1,0
АВТОПИЛОТ,2,0
АВТОПОЕЗД,1,0
АВТОПРИЦЕП,1,0
АВТОПРОБЕГ,3,0
АВТОПРОИЗВОДИТЕЛЬ,8,0
АВТОПРОМ,3,0
АВТОР,193,2
АВТОРИЗАЦИЯ,3,0
АВТОРИТАРИЗМ,4,0
АВТОРИТАРНОСТЬ,1,0
АВТОРИТЕТ,49,0
АВТОРИТЕТНОСТЬ,1,0
АВТОРСТВО,5,0
АВТОРУЧКА,1,0
АВТОРЫНОК,1,0
АВТОСАЛОН,5,0
АВТОСПОРТ,10,0
АВТОСТАТ,0,1
АВТОСТРАДА,3,0
АВТОТРАНСПОРТ,4,0
АВТОТРАССА,3,0
АВТОФРАМОС,0,1
АВТОФУРГОН,2,0
АВУАРЫ,1,0
АВЯЗОВА,0,1
АГАВА,1,0
АГАРТАЛА,0,1
АГАССИ,0,2
АГАТА,0,3
АГЕНТ,41,0
АГЕНТСТВО,79,3
АГЕНТУРА,2,1
АГИТАЦИЯ,7,0
АГИТДЕЯТЕЛЬНОСТЬ,1,0
АГИТКА,1,0
АГИТЛИСТОВКА,1,0
АГИТМАТЕРИАЛ,3,0
АГИТПРОП,2,0
АГЛ,0,3
АГЛОМЕРАТ,1,0
АГЛОФАБРИКА,1,0
АГНКС,0,1
АГНОСТИК,1,0
АГОНИЯ,2,0
АГОРА,0,1
АГР,1,1
АГРАРИЙ,4,0
АГРЕГАТ,14,0
АГРЕССИВНОСТЬ,3,0
АГРЕССИЯ,22,0
АГРЕССОР,2,0
АГРОНОМ,2,0
АГРОНОМИЯ,1,0
АГРОТЕХНИКА,1,0
АГРОХОЛДИНГ,1,0
АГРОЦЕНОЗ,1,0
АД,8,2
АДА,1,2
АДАЛЬБЕРТ,0,2
АДАМ,0,5
АДАМИШИН,0,2
АДАМОВ,0,1
АДАМОВИЧ,0,1
АДАПТАЦИЯ,17,0
АДАПТЕР,2,0
АДАПТИВНОСТЬ,2,0
АДАПТОГЕН,3,0
АДБУЛАЗИЗ,0,1
АДВОКААТ,0,1
АДВОКАТ,23,0
АДДИКЦИЯ,4,0
АДЕКВАТНОСТЬ,5,0
АДЕЛФИ,0,1
АДЕЛЬГЕЙМ,0,3
АДЕНАУЭР,1,4
АДЕНОЗИНТРИФОСФАТ,1,0
АДЕПТ,5,0
АДЖАРИЯ,0,1
АДИДАС,1,1
АДЛЕР,0,2
АДМИНИСТРАТОР,14,0
АДМИНИСТРАЦИЯ,129,6
АДМИНИСТРИРОВАНИЕ,29,0
АДМИРАЛ,42,0
АДМИРАЛТЕЙСТВО,0,1
АДМИРАЛЪ,0,1
АДНАН,0,1
АДОЛЬФ,0,5
АДОЛЬФО,0,3
АДРЕНАЛИН,10,0
АДРЕНОРЕЦЕПТОР,2,0
АДРЕС,52,0
АДРЕСАТ,2,1
АДРЕСНОСТЬ,1,0
АДРИАН,0,1
АДРОН,4,0
АДСОРБЕНТ,4,0
АДСОРБЦИЯ,1,0
АДЪЮНКТ,9,0
АДЪЮНКТУРА,1,0
АДЫГЕЯ,0,3
АЖИОТАЖ,3,0
АЗ,1,0
АЗА,1,0
АЗАР,0,1
АЗАРТ,7,0
АЗАФЕН,1,0
АЗБУКА,3,0
АЗГАСЕР,0,1
АЗДАРАР,0,1
АЗЕРБАЙДЖАН,0,11
АЗЕРБАЙДЖАНЕЦ,4,0
АЗИАТ,1,0
АЗИЗ,0,12
АЗИМБЕК,0,2
АЗИМОВ,0,2
АЗИМУТ,1,0
АЗИЯ,0,50
АЗОВ,0,2
АЗОВКАБЕЛЬ,0,1
АЗОВРЫБВОД,1,1
АЗОРИДА,0,1
АЗОРЫ,0,1
АЗОТ,17,0
АЗС,0,1
АЗЫ,5,0
АЗЯШ,0,1
АИ-92,0,1
АИ-95,0,1
АИД,0,1
АИДА,0,1
АИФ,0,6
АЙ-ТИ,0,1
АЙ-ЧУРЕК,0,1
АЙАДАМИРОВ,0,1
АЙДАХО,0,1
АЙЗЕК,0,2
АЙЗЕНБЕРГ,0,1
АЙЛЭНД,0,1
АЙОВА,0,1
АЙРАТ,1,0
АЙРАТОВИЧ,0,1
АЙРТОН,1,3
АЙС-ДАЙВЕР,3,0
АЙС-ДАЙВИНГ,7,0
АЙС-ФИФИ,1,0
АЙСАФ,0,1
АЙСБЕРГ,3,0
АЙСЭФ,0,1
АЙФОН,1,0
АЙХЕЛЬ,0,1
АК,0,1
АК-47,0,1
АК-БАРС,0,1
АКАБА,0,2
АКАДЕМГОРОДОК,0,7
АКАДЕМИЗМ,1,0
АКАДЕМИК,124,0
АКАДЕМИНТОРГ,0,9
АКАДЕМИЯ,66,66
АКАЕВ,0,3
АКАТОВ,0,1
АКБАР,0,1
АКВАЛАНГ,1,0
АКВАПАРК,2,0
АКВАРЕЛЬ,2,0
АКВАРИУМ,5,0
АКВАТОРИЯ,3,0
АКВЕДУК,1,0
АКДС,0,1
АКИ,0,1
АКИЛЕ,0,1
АКИМОВ,0,3
АКИНО,0,1
АКК,0,1
АККАУНТ,1,0
АККИНЕЦ,1,0
АККЛИМАТИЗАЦИЯ,6,0
АККОРД,1,2
АККРЕДИТАЦИЯ,2,0
АККУМУЛИРОВАНИЕ,3,0
АККУМУЛЯТОР,16,0
АКМ,0,1
АКМАТАЛИЕВ,0,2
АКОСТА,0,2
АКРОБАТ,1,0
АКРОБАТИКА,2,0
АКРОН,0,3
АКСАЙ,0,1
АКСЕЕНКО,0,1
АКСЕЛЕРАНТ,1,0
АКСЕЛЕРАНТКА,1,0
АКСЕЛЕРАТКА,2,0
АКСЕЛЕРАЦИЯ,3,0
АКСЕНЕНКО,1,8
АКСЕССУАР,5,0
АКСИНЬЯ,0,1
АКСИОМА,6,0
АКТ,69,0
АКТГ,0,4
АКТЕР,31,0
АКТИВ,46,0
АКТИВАТОР,5,0
АКТИВАЦИЯ,9,0
АКТИВИЗАЦИЯ,9,0
АКТИВИСТ,26,0
АКТИВИСТКА,1,0
АКТИВНОСТЬ,109,0
АКТОПРОТЕКТОР,2,0
АКТРИСА,1,0
АКТУАЛИЗАЦИЯ,1,0
АКТУАЛЬНОСТЬ,11,0
АКТЮБИНСК,0,1
АКУЛА,1,0
АКУЛОВКА,0,2
АКУНИН,0,1
АКУПУНКТУРА,1,0
АКУСТИК,1,0
АКУСТИКА,7,0
АКУШЕР,1,0
АКУШЕРКА,3,0
АКУШЕРСТВО,1,0
АКУШИНСКИЙ,0,1
АКЦ,0,2
АКЦЕНТ,14,0
АКЦИЗ,6,0
АКЦИОНЕР,12,0
АКЦИЯ,138,0
АКЫН,1,0
АЛАБАМА,0,1
АЛАВЕРДЫ,0,1
АЛАН,0,3
АЛАТАУ,0,1
АЛБАНЕЦ,1,0
АЛБАНИЯ,0,2
АЛБЕРМАРЛ,0,1
АЛБУРОВ,0,1
АЛГЕБРА,2,1
АЛГОЛ,0,1
АЛГОЛОГИЯ,1,0
АЛГОР,0,1
АЛГОРИЗМ,1,0
АЛГОРИЗМА,1,0
АЛГОРИСМИК,2,0
АЛГОРИТМ,100,7
АЛГОРИТМИЗАЦИЯ,2,0
АЛГОРИФМ,5,0
АЛГУС,0,3
АЛДАН,0,1
АЛДРИН,1,0
АЛДЫН-КЫС,0,1
АЛЕВИЗ,0,1
АЛЕК,1,0
АЛЕКС,0,2
АЛЕКСАНДР,28,215
АЛЕКСАНДР-ХАУС,0,1
АЛЕКСАНДРА,0,9
АЛЕКСАНДРОВ,0,8
АЛЕКСАНДРОВИЧ,0,16
АЛЕКСАНДРОВНА,0,1
АЛЕКСАНДРОВСКОЕ,0,1
АЛЕКСАНДРОПОЛЬ,0,1
АЛЕКСАНЯН,0,3
АЛЕКСЕЕВ,0,10
АЛЕКСЕЕВА,0,4
АЛЕКСЕЕВИЧ,0,1
АЛЕКСЕЕВСКИЙ,0,1
АЛЕКСЕЙ,5,98
АЛЕКСИЙ,0,4
АЛЕМАН,1,1
АЛЕМАНА,0,1
АЛЕН,0,4
АЛЕНА,0,3
АЛЕСЬ,0,1
АЛЕУТКА,1,0
АЛЕХИН,0,2
АЛЕША,0,1
АЛЕШИН,0,2
АЛЖИР,0,3
АЛИ,6,43
АЛИБИ,1,0
АЛИЕВ,0,2
АЛИКИ-МАЛИКИ,1,0
АЛИКПЕРОВ,0,1
АЛИНА,0,1
АЛИСА,1,4
АЛИСУЛТАН,0,1
АЛИШЕР,0,2
АЛКАЛОИД,4,0
АЛКАШ,1,0
АЛКОГОЛИЗМ,9,0
АЛКОГОЛИК,3,0
АЛКОГОЛЬ,15,0
АЛКОРУБЛЬ,1,0
АЛКСНИС,0,5
АЛЛА,1,0
АЛЛАН,0,1
АЛЛАХ,0,2
АЛЛЕГОРИЯ,2,0
АЛЛЕН,0,1
АЛЛЕРГЕН,1,0
АЛЛЕРГИЯ,7,0
АЛЛЕССАНДРЕЛЛО,0,1
АЛЛЕЯ,3,0
АЛЛЮЗИЯ,1,0
АЛМА,0,1
АЛМА-АТА,0,5
АЛМАЗ,6,1
АЛОГИЗМ,1,0
АЛРОСА,0,2
АЛС,0,3
АЛТАЕЦ,1,0
АЛТАЙ,0,10
АЛТАРЬ,1,0
АЛФАВИТ,3,0
АЛФЕРОВ,0,9
АЛХАЗУРОВ,0,1
АЛХАН-ЮРТ,0,2
АЛХИМИК,1,0
АЛХИМИЯ,2,0
АЛХИМОВА,0,1
АЛЧНОСТЬ,1,0
АЛЬ,0,1
АЛЬ-АДХА,1,0
АЛЬ-АКСА,0,2
АЛЬ-БУС,0,1
АЛЬ-ИСЛАМ,0,1
АЛЬ-КАИДА,0,30
АЛЬ-КАЙЕДА,0,4
АЛЬ-РАШЕД,2,0
АЛЬ-ФЕЙСАЛ,1,0
АЛЬ-ХАЛИДЖ,0,1
АЛЬ-ХАРИРИ,1,1
АЛЬБЕРТ,1,4
АЛЬБЕРТИНИ,1,6
АЛЬБИОН,0,1
АЛЬБИТИТ,1,0
АЛЬБОМ,4,0
АЛЬБРЕХТ,0,1
АЛЬВИН,1,0
АЛЬДОСТЕРОН,2,0
АЛЬМА-МАТЕР,2,0
АЛЬМАГЕСТ,0,1
АЛЬМАНАХ,3,0
АЛЬМЕТЬЕВСК,0,1
АЛЬПИНИАДА,7,0
АЛЬПИНИЗМ,85,1
АЛЬПИНИСТ,33,4
АЛЬПКЛУБ,2,0
АЛЬПЫ,0,21
АЛЬСИДЕС,0,1
АЛЬТЕНБУРГ,0,5
АЛЬТЕР-КАПИТАЛИЗМ,2,0
АЛЬТЕРНАТИВА,45,0
АЛЬТЕРНАТИВНОСТЬ,1,0
АЛЬТИМЕТР,1,0
АЛЬТРУИЗМ,1,0
АЛЬФА,3,2
АЛЬФРЕД,0,4
АЛЬЦГЕЙМЕР,0,7
АЛЬЧУК,0,2
АЛЬШАМИ,0,1
АЛЬЯНС,17,2
АЛЮМИНИЙ,22,0
АЛЮМОСИЛИКАТ,3,0
АЛЯВДИН,0,3
АЛЯКРИНСКИЙ,1,1
АЛЯСКА,0,1
АМАЗОНКА,1,1
АМАН,0,1
АМАНОВ,0,2
АМАРАЛ,0,1
АМАРТИЯ,0,1
АМАТИ,0,1
АМБАР,1,0
АМБАРЧИК,1,0
АМБИЦИОЗНОСТЬ,1,0
АМБИЦИЯ,15,0
АМБРАЗУРА,1,0
АМБРУАЗ,0,1
АМВРОСИЙ,0,2
АМЕНОФИС,0,1
АМЕНХОТЕП,2,10
АМЕР,0,1
АМЕРИКА,2,97
АМЕРИКАНЕЦ,107,0
АМЕРИКАНКА,1,0
АМЕРИКОС,1,0
АМЕРИКЭН,0,1
АМИД,1,0
АМИН,1,0
АМИНОГРУППА,1,0
АМИНОКИСЛОТА,5,0
АМИР,0,1
АМИРОВ,0,1
АММАН,0,3
АММАННАТИ,0,1
АММИАК,6,0
АММОНИЙ,1,0
АМНИСТИЯ,7,0
АМОН-РА,0,1
АМОРТИЗАТОР,2,0
АМОРТИЗАЦИЯ,1,0
АМОС,0,1
АМОСОВ,0,1
АМПЕР,0,1
АМПЛИТУДА,3,0
АМПЛУА,2,0
АМПУТАНТ,1,0
АМПУТАЦИЯ,3,0
АМР,0,4
АМС,1,10
АМСТЕРДАМ,0,2
АМУДАРЬЯ,0,2
АМУЛЕТ,1,0
АМУНИЦИЯ,5,0
АМУР,1,1
АМФЕТАМИН,1,0
АМФИБИЯ,1,0
АМФИЛОХИЙ,0,1
АМХЕРСТ,0,1
АН,0,31
АНАДЫРЬ,0,1
АНАЛГЕЗИЯ,2,0
АНАЛИЗ,114,0
АНАЛИЗАТОР,1,0
АНАЛИТИК,57,0
АНАЛИТИКА,3,0
АНАЛОГ,31,0
АНАЛОГИЯ,18,0
АНАЛЬГЕТИК,7,0
АНАМНЕЗ,1,0
АНАНД,0,5
АНАНЬЕВ,0,1
АНАНЬЕВНА,0,3
АНАПА,0,1
АНАРХИСТ,2,0
АНАРХИЯ,6,0
АНАСТАС,0,1
АНАСТАСИЯ,0,2
АНАТОЛИЙ,5,37
АНАТОЛЬЕВИЧ,0,10
АНАТОЛЬЕВНА,0,11
АНАТОМ,2,0
АНАТОМИЯ,3,0
АНАХРОНИЗМ,4,0
АНГАЖИРОВАННОСТЬ,1,0
АНГАР,5,0
АНГАРА,0,8
АНГЕЛ,3,2
АНГЕЛА,0,1
АНГИДРИД,1,0
АНГИОГРАФИЯ,3,0
АНГЛИЧАНИН,35,1
АНГЛИЧАНКА,2,0
АНГЛИЯ,1,51
АНГЛО-ИНДУС,1,0
АНГОЛА,0,7
АНГСТРЕМ,4,0
АНДЕГРАУНД,1,0
АНДЕРСЕН,0,4
АНДЕРСОН,0,1
АНДЖЕЛА,0,1
АНДЖЕЛИНА,0,1
АНДИЖАН,0,1
АНДР,0,1
АНДРЕ,0,2
АНДРЕЕВ,0,1
АНДРЕЕВИЧ,0,3
АНДРЕЙ,9,86
АНДРЕС,0,1
АНДРЕТТИ,0,1
АНДРИАНОВ,0,1
АНДРИАНОВА,0,1
АНДРИЙ,0,1
АНДРОГЕН,1,0
АНДРОМЕДА,0,2
АНДРОПОВ,0,19
АНДЫ,0,4
АНЕВРИЗМА,3,0
АНЕКДОТ,24,0
АНЕМИЯ,1,0
АНЕСТЕЗИОЛОГ,1,0
АНЕСТЕЗИЯ,9,0
АНЕСТЕТИК,1,0
АНЕСУДИН,0,2
АНЗАЦ,1,0
АНИКАНОВ,1,4
АНИКУШИН,0,1
АНИМАТОР,4,0
АНИОН,1,0
АНИСИМОВ,0,1
АНИСКЕВИЧ,0,1
АНИСФЕЛЬД,0,1
АНИЧКОВ,0,1
АНКАРА,1,1
АНКЕТА,14,0
АНКЛАВ,2,0
АНКОНА,0,1
АНН,0,1
АННА,0,6
АННАЛЫ,2,0
АННАН,0,9
АННАПУРНА,0,2
АННИГИЛЯЦИЯ,1,0
АННУЛИРОВАНИЕ,2,0
АНОД,1,0
АНОМАЛИЯ,9,0
АНОМАЛЬЩИНА,1,0
АНОНИМ,2,0
АНОНИМНОСТЬ,4,0
АНОНС,1,0
АНОШИН,0,1
АНПИЛОВЕЦ,1,0
АНРИ,0,2
АНСАМБЛЬ,4,0
АНТ,0,1
АНТАГОНИЗМ,1,0
АНТАЗАРИ,0,1
АНТАЛИЯ,0,2
АНТАНАНАРИВУ,0,1
АНТАНТА,0,2
АНТАРКТИДА,0,10
АНТЕННА,10,0
АНТИАМЕРИКАНИЗМ,2,0
АНТИБИОТИК,7,0
АНТИВИРУС,1,0
АНТИГЕН,1,0
АНТИГЕРОЙ,1,0
АНТИГЛОБАЛИСТ,1,0
АНТИГОСУДАРСТВЕННИЧЕСТВО,1,0
АНТИГРАВИТАЦИЯ,1,0
АНТИДЕПРЕССАНТ,7,0
АНТИДОТ,4,0
АНТИЗАПАДНИЧЕСТВО,1,0
АНТИКВАР,1,0
АНТИКВАРИАТ,1,0
АНТИКЛЕРИКАЛИЗМ,1,0
АНТИКОММУНИСТ,2,0
АНТИКОР,0,2
АНТИКРЫЛО,4,0
АНТИЛИБЕРАЛИЗМ,1,0
АНТИЛИЯ,0,1
АНТИМИТИНГ,1,0
АНТИНОРМАНИСТ,1,0
АНТИОКСИДАНТ,7,0
АНТИПАТИЯ,1,0
АНТИПАТРИОТ,1,0
АНТИПОД,3,0
АНТИПОЛИС,0,1
АНТИСАНИТАРИЯ,2,0
АНТИСЕМИТИЗМ,9,0
АНТИСОВЕТЧИК,2,0
АНТИСТАЛИНИЗМ,8,0
АНТИСТАЛИНИСТ,2,0
АНТИТЕЛО,1,0
АНТИТЕРРОР,1,0
АНТИФРИЗ,1,0
АНТИЦИКЛОН,2,0
АНТИЧНОСТЬ,2,0
АНТИЭКСТРЕМИЗМ,1,0
АНТИЭНЕРГИЯ,1,0
АНТОН,5,11
АНТОНИ,0,1
АНТОНИЕВИЧ,0,2
АНТОНИЙ,0,7
АНТОНИО,0,2
АНТОНИОНИ,0,1
АНТОНОВ,0,5
АНТРАКТ,1,0
АНТРАЦИТ,1,0
АНТРАША,2,0
АНТРЕ,0,1
АНТРЕПРИЗА,1,0
АНТРЕСОЛЬ,1,0
АНТРОПОЛОГ,14,0
АНТРОПОЛОГИЯ,7,0
АНТРОПОСОФ,1,0
АНТУАН,0,1
АНТУРАЖ,3,0
АНУЧКИН,0,1
АНФАС,1,0
АНФИЛАДА,1,0
АНФИМОВ,0,1
АНФИСА,3,2
АНХЕЛЬ,0,1
АНЦИО,0,2
АНШЛЮС,1,0
АНЯ,0,1
АО,1,2
АОРТА,3,0
АПАРТАМЕНТ,1,0
АПАТИТ,2,0
АПАТИЯ,3,0
АПАШ,1,0
АПЕЛЛЯЦИЯ,1,0
АПЕЛЬСИН,2,0
АПК,0,4
АПКИТ,0,3
АПЛОДИСМЕНТЫ,6,0
АПНОЭ,1,0
АПОГЕЙ,9,0
АПОЛИТИЧНОСТЬ,2,0
АПОЛЛОН,0,3
АПОЛОГЕТ,1,0
АПОПТОЗ,11,0
АПОСТОЛ,7,0
АПОФЕМА,1,0
АПОФЕОЗ,4,0
АППАРАТ,231,3
АППАРАТНАЯ,1,0
АППАРАТУРА,33,0
АППАРАТЧИК,3,0
АППЕР,0,4
АППЕРТ,0,2
АППЕТИТ,5,0
АППЛИКАЦИЯ,3,0
АПРАУШЕВ,4,9
АПРЕЛЕВ,0,1
АПРЕЛЬ,94,1
АПРЕСОВ,0,1
АПРОБАЦИЯ,4,0
АПСНЫ,0,1
АПТЕКА,6,0
АР,0,4
АРААЖН,1,0
АРАБ,8,2
АРАБИКА,0,8
АРАБОВ,0,1
АРАВИЯ,0,17
АРАГОН,0,1
АРАКЕ,0,2
АРАКЧЕЕВ,0,2
АРАЛ,0,1
АРАЛИЯ,1,0
АРАРАТ,0,2
АРАФАТ,0,38
АРАФАТКА,1,0
АРАХИС,1,0
АРБАТ,0,8
АРБАТОВ,0,3
АРБАТОВА,0,1
АРБИТР,8,0
АРБИТРАЖ,4,0
АРБУЗ,8,0
АРГЕНТИНА,0,9
АРГЕНТИНЕЦ,2,0
АРГО,0,2
АРГОН,4,0
АРГУМЕНТ,55,0
АРГУМЕНТАЦИЯ,4,0
АРГУН,0,5
АРГУНОВ,0,1
АРГУС,0,3
АРГЫН,1,0
АРЕАЛ,4,0
АРЕНА,18,0
АРЕНДА,33,0
АРЕНДАТОР,2,0
АРЕСТ,34,0
АРЕСТАНТ,4,0
АРЕСТОВАННЫЙ,4,0
АРЕФЬЕВА,0,1
АРЗАМАС,0,2
АРЗАМАСОВ,0,1
АРИ,0,1
АРИАДНА,1,0
АРИЕЦ,2,0
АРИЗОНА,0,3
АРИИЗАЦИЯ,3,0
АРИСТОВ,0,1
АРИСТОКРАТ,5,0
АРИСТОКРАТИЗМ,1,0
АРИСТОКРАТИЯ,2,0
АРИСТОТЕЛЬ,0,25
АРИФМЕТИКА,14,0
АРИФМОМЕТР,1,0
АРИЭЛЬ,0,4
АРИЯ,2,0
АРКА,4,0
АРКАДИЙ,1,5
АРКАДЬЕВИЧ,0,7
АРКАН,1,0
АРКЕС,0,2
АРКТИКА,0,2
АРЛЕКИН,0,1
АРМА,0,1
АРМАГЕДДОН,1,0
АРМАТУРА,1,0
АРМЕЕЦ,1,0
АРМЕНАЛ,0,1
АРМЕНИЯ,3,76
АРМЕНТЕЛ,0,5
АРМЕНФИЛЬМ,0,2
АРМИН,0,1
