gold_sentence,comp_sentence,id,comp_id,gold_form,comp_form,gold_empty_type,comp_empty_type,lemma,morph,attachment,label_attachment,empty_token_sort,slash_number,gold_slashes,comp_slashes,slash_relation,slash_target,relation_match,pos_match,morph_match,gold_slash_rel,comp_slash_rel
385014,30218,5008474,12,экономики,экономики,,,true,true,true,true,true,true,0,0,no slash,no slash,narg:narg,Nb:Nb,-s---fg--i:-s---fg--i,no slash,no slash
385014,30218,5008475,13,а также,а также,,,true,true,true,false,true,true,0,0,no slash,no slash,obl:ag,C-:C-,---------n:---------n,no slash,no slash
385014,30218,5008476,14,ростом,ростом,,,true,true,true,false,true,true,0,0,no slash,no slash,obl:ag,Nb:Nb,-s---mi--i:-s---mi--i,no slash,no slash
385014,30218,5008477,15,спроса,спроса,,,true,true,true,true,true,true,0,0,no slash,no slash,atr:atr,Nb:Nb,-s---mg--i:-s---mg--i,no slash,no slash
385014,30218,5008478,16,и,и,,,true,true,true,true,true,true,0,0,no slash,no slash,atr:atr,C-:C-,---------n:---------n,no slash,no slash
385014,30218,5008479,17,предложения,предложения,,,true,true,true,true,true,true,0,0,no slash,no slash,atr:atr,Nb:Nb,-s---ng--i:-s---ng--i,no slash,no slash
385014,30218,5008480,18,денег,денег,,,true,true,true,true,true,true,0,0,no slash,no slash,narg:narg,Nb:Nb,-p---fg--i:-p---fg--i,no slash,no slash
385014,30218,5008481,1000,,,V,V,true,true,true,true,true,true,0,0,no slash,no slash,pred:pred,:,:,no slash,no slash
385014,30218,5008482,1001,,,V,V,true,true,true,true,true,true,0,0,no slash,no slash,parpred:parpred,:,:,no slash,no slash
385015,42757,5008483,1,Идти,Идти,,,true,true,true,true,true,true,0,0,no slash,no slash,comp:comp,V-:V-,---na----i:---na----i,no slash,no slash
385015,42757,5008484,2,другим,другим,,,true,true,true,true,true,true,0,0,no slash,no slash,atr:atr,A-:A-,-s---mipwi:-s---mipwi,no slash,no slash
385015,42757,5008485,3,путем,путем,,,true,true,true,true,true,true,0,0,no slash,no slash,obl:obl,Nb:Nb,-s---mi--i:-s---mi--i,no slash,no slash
385015,42757,5008486,4,в,в,,,true,true,true,true,true,true,0,0,no slash,no slash,adv:adv,R-:R-,---------n:---------n,no slash,no slash
385015,42757,5008487,5,среднесрочной,среднесрочной,,,true,true,true,true,true,true,0,0,no slash,no slash,atr:atr,A-:A-,-s---flpwi:-s---flpwi,no slash,no slash
385015,42757,5008488,6,перспективе,перспективе,,,true,true,true,true,true,true,0,0,no slash,no slash,obl:obl,Nb:Nb,-s---fl--i:-s---fl--i,no slash,no slash
385015,42757,5008489,7,придется,придется,,,true,true,true,true,true,true,0,0,no slash,no slash,pred:pred,V-:V-,3spim----i:3spim----i,no slash,no slash
385015,42757,5008490,8,правительству,правительству,,,true,true,true,true,true,true,0,0,no slash,no slash,obl:obl,Nb:Nb,-s---nd--i:-s---nd--i,no slash,no slash
385015,42757,5008491,9,Медведева,Медведева,,,true,true,true,true,true,true,0,0,no slash,no slash,atr:atr,Ne:Ne,-s---mg--i:-s---mg--i,no slash,no slash
385016,49114,5008492,1,На,На,,,true,true,true,true,true,true,0,0,no slash,no slash,adv:adv,R-:R-,---------n:---------n,no slash,no slash
385016,49114,5008493,2,них,них,,,true,true,true,true,true,true,0,0,no slash,no slash,obl:obl,Pp:Pp,3p---xl--i:3p---xl--i,no slash,no slash
385016,49114,5008494,3,держится,держится,,,true,true,true,true,true,true,0,0,no slash,no slash,pred:pred,V-:V-,3spim----i:3spim----i,no slash,no slash
385016,49114,5008495,4,экономика,экономика,,,true,true,true,true,true,true,0,0,no slash,no slash,sub:sub,Nb:Nb,-s---fn--i:-s---fn--i,no slash,no slash
385016,49114,5008496,5,края,края,,,true,true,true,true,true,true,0,0,no slash,no slash,atr:atr,Nb:Nb,-s---mg--i:-s---mg--i,no slash,no slash
385016,49114,5008497,6,от,от,,,true,true,true,true,true,true,0,0,no slash,no slash,obl:obl,R-:R-,---------n:---------n,no slash,no slash
385016,49114,5008498,7,них,них,,,true,true,true,true,true,true,0,0,no slash,no slash,obl:obl,Pp:Pp,3p---xg--i:3p---xg--i,no slash,no slash
385016,49114,5008499,8,также,также,,,true,true,true,true,true,true,0,0,no slash,no slash,aux:aux,Df:Df,---------n:---------n,no slash,no slash
385016,49114,5008500,9,зависит,зависит,,,true,true,true,true,true,true,0,0,no slash,no slash,pred:pred,V-:V-,3spia----i:3spia----i,no slash,no slash
385016,49114,5008501,10,жизнедеятельность,жизнедеятельность,,,true,true,true,true,true,true,0,0,no slash,no slash,sub:sub,Nb:Nb,-s---fn--i:-s---fn--i,no slash,no slash
385016,49114,5008502,11,Магаданской,Магаданской,,,true,true,true,true,true,true,0,0,no slash,no slash,atr:atr,A-:A-,-s---fgpwi:-s---fgpwi,no slash,no slash
385016,49114,5008503,12,и,и,,,true,true,true,true,true,true,0,0,no slash,no slash,atr:atr,C-:C-,---------n:---------n,no slash,no slash
385016,49114,5008504,13,Камчатской,Камчатской,,,true,true,true,true,true,true,0,0,no slash,no slash,atr:atr,A-:A-,-s---fgpwi:-s---fgpwi,no slash,no slash
385016,49114,5008505,14,областей,областей,,,true,true,true,true,true,true,0,0,no slash,no slash,atr:atr,Nb:Nb,-p---fg--i:-p---fg--i,no slash,no slash
385016,49114,5008506,15,Чукотского,Чукотского,,,true,true,true,true,true,true,0,0,no slash,no slash,atr:atr,A-:A-,-s---mgpwi:-s---mgpwi,no slash,no slash
385016,49114,5008507,16,и,и,,,true,true,true,true,true,true,0,0,no slash,no slash,atr:atr,C-:C-,---------n:---------n,no slash,no slash
385016,49114,5008508,17,Корякского,Корякского,,,true,true,true,true,true,true,0,0,no slash,no slash,atr:atr,A-:A-,-s---mgpwi:-s---mgpwi,no slash,no slash
385016,49114,5008509,18,автономных,автономных,,,true,true,true,true,true,true,0,0,no slash,no slash,atr:atr,A-:A-,-p---xgpwi:-p---xgpwi,no slash,no slash
385016,49114,5008510,19,округов,округов,,,true,true,true,true,true,true,0,0,no slash,no slash,atr:atr,Nb:Nb,-p---mg--i:-p---mg--i,no slash,no slash
385016,49114,5008511,1000,,,C,C,true,true,true,true,true,true,0,0,no slash,no slash,pred:pred,:,:,no slash,no slash
385016,49114,5008512,1001,,,C,C,true,true,true,true,true,true,0,0,no slash,no slash,atr:atr,:,:,no slash,no slash
385017,58320,5008513,1,Во,Во,,,true,true,true,true,true,true,0,0,no slash,no slash,adv:adv,R-:R-,---------n:---------n,no slash,no slash
385017,58320,5008514,2,имя,имя,,,true,true,true,true,true,true,0,0,no slash,no slash,obl:obl,Nb:Nb,-s---na--i:-s---na--i,no slash,no slash
385017,58320,5008515,3,индустриализации,индустриализации,,,true,true,true,true,true,true,0,0,no slash,no slash,atr:atr,Nb:Nb,-s---fg--i:-s---fg--i,no slash,no slash
385017,58320,5008516,4,люди,люди,,,true,true,true,true,true,true,0,0,no slash,no slash,sub:sub,Nb:Nb,-p---mn--i:-p---mn--i,no slash,no slash
385017,58320,5008517,5,отказывали,отказывали,,,true,true,true,true,true,true,0,0,no slash,no slash,pred:pred,V-:V-,-pspaxn-si:-pspaxn-si,no slash,no slash
385017,58320,5008518,6,себе,себе,,,true,true,true,true,true,true,0,0,no slash,no slash,obl:obl,Pk:Pk,3s---xd--i:3s---xd--i,no slash,no slash
385017,58320,5008519,7,во,во,,,true,true,true,true,true,true,0,0,no slash,no slash,obl:obl,R-:R-,---------n:---------n,no slash,no slash
385017,58320,5008520,8,многом,многом,,,true,true,true,true,true,true,0,0,no slash,no slash,obl:obl,Nb:Nb,-s---nl--i:-s---nl--i,no slash,no slash
385017,58320,5008521,9,казалось,казалось,,,true,true,true,true,true,true,0,0,no slash,no slash,parpred:parpred,V-:V-,-sspmnn-si:-sspmnn-si,no slash,no slash
385017,58320,5008522,10,бы,бы,,,true,true,true,true,true,true,0,0,no slash,no slash,aux:aux,Df:Df,---------n:---------n,no slash,no slash
385017,58320,5008523,11,самом,самом,,,true,true,true,true,true,true,0,0,no slash,no slash,atr:atr,A-:A-,-s---nlpwi:-s---nlpwi,no slash,no slash
385017,58320,5008524,12,необходимом,необходимом,,,true,true,true,true,true,true,0,0,no slash,no slash,atr:atr,A-:A-,-s---nlpwi:-s---nlpwi,no slash,no slash
385018,51063,5008525,1,По,По,,,true,true,false,false,true,true,1,1,true,true,xobj:xobj,R-:R-,---------n:---------n,xsub,xsub
385018,51063,5008526,2,подсчетам,подсчетам,,,true,true,true,true,true,true,0,0,no slash,no slash,obl:obl,Nb:Nb,-p---md--i:-p---md--i,no slash,no slash
385018,51063,5008527,3,экспертов,экспертов,,,true,true,true,true,true,true,0,0,no slash,no slash,atr:atr,Nb:Nb,-p---mg--i:-p---mg--i,no slash,no slash
385018,51063,5008528,4,ООН,ООН,,,true,true,true,true,true,true,0,0,no slash,no slash,atr:atr,Ne:Ne,-s---fg--i:-s---fg--i,no slash,no slash
385018,51063,5008529,5,в,в,,,true,true,true,true,true,true,0,0,no slash,no slash,adv:adv,R-:R-,---------n:---------n,no slash,no slash
385018,51063,5008530,6,этом,этом,,,true,true,true,true,true,true,0,0,no slash,no slash,atr:atr,Pd:Pd,-s---ml--i:-s---ml--i,no slash,no slash
385018,51063,5008531,7,году,году,,,true,true,true,true,true,true,0,0,no slash,no slash,obl:obl,Nb:Nb,-s---ml--i:-s---ml--i,no slash,no slash
385018,51063,5008532,8,площадь,площадь,,,true,true,true,true,true,true,0,0,no slash,no slash,sub:sub,Nb:Nb,-s---fn--i:-s---fn--i,no slash,no slash
385018,51063,5008533,9,земель,земель,,,true,true,true,true,true,true,0,0,no slash,no slash,atr:atr,Nb:Nb,-p---fg--i:-p---fg--i,no slash,no slash
385018,51063,5008534,10,занятых,занятых,,,true,true,true,true,true,true,0,0,no slash,no slash,atr:atr,V-:V-,-puppxg-wi:-puppxg-wi,no slash,no slash
385018,51063,5008535,11,маковыми,маковыми,,,true,true,true,true,true,true,0,0,no slash,no slash,atr:atr,A-:A-,-p---xipwi:-p---xipwi,no slash,no slash
385018,51063,5008536,12,полями,полями,,,true,true,true,true,true,true,0,0,no slash,no slash,ag:ag,Nb:Nb,-p---ni--i:-p---ni--i,no slash,no slash
385018,51063,5008537,13,в,в,,,true,true,true,true,true,true,0,0,no slash,no slash,adv:adv,R-:R-,---------n:---------n,no slash,no slash
385018,51063,5008538,14,Афганистане,Афганистане,,,true,true,true,true,true,true,0,0,no slash,no slash,obl:obl,Ne:Ne,-s---ml--i:-s---ml--i,no slash,no slash
385018,51063,5008539,15,составляет,составляет,,,true,true,true,true,true,true,0,0,no slash,no slash,pred:pred,V-:V-,3spia----i:3spia----i,no slash,no slash
385018,51063,5008540,16,около,около,,,true,true,true,true,true,true,0,0,no slash,no slash,obl:obl,R-:R-,---------n:---------n,no slash,no slash
385018,51063,5008541,17,65,65,,,true,true,true,true,true,true,0,0,no slash,no slash,atr:atr,Ma:Ma,-x---xx--i:-x---xx--i,no slash,no slash
385018,51063,5008542,18,тысяч,тысяч,,,true,true,true,true,true,true,0,0,no slash,no slash,obl:obl,Ma:Ma,-p---fg--i:-p---fg--i,no slash,no slash
385018,51063,5008543,19,гектаров,гектаров,,,true,true,true,true,true,true,0,0,no slash,no slash,part:part,Nb:Nb,-p---mg--i:-p---mg--i,no slash,no slash
385018,51063,5008544,20,уборочные,уборочные,,,true,true,true,true,true,true,0,0,no slash,no slash,atr:atr,A-:A-,-p---xnpwi:-p---xnpwi,no slash,no slash
385018,51063,5008545,21,работы,работы,,,true,true,true,true,true,true,0,0,no slash,no slash,sub:sub,Nb:Nb,-p---fn--i:-p---fn--i,no slash,no slash
385018,51063,5008546,22,начнутся,начнутся,,,true,true,true,true,true,true,0,0,no slash,no slash,pred:pred,V-:V-,3ppim----i:3ppim----i,no slash,no slash
385018,51063,5008547,23,через,через,,,true,true,true,true,true,true,0,0,no slash,no slash,adv:adv,R-:R-,---------n:---------n,no slash,no slash
385018,51063,5008548,24,несколько,несколько,,,true,true,true,true,true,true,0,0,no slash,no slash,obl:obl,Ma:Ma,-x---xa--i:-x---xa--i,no slash,no slash
385018,51063,5008549,25,недель,недель,,,true,true,true,true,true,true,0,0,no slash,no slash,part:part,Nb:Nb,-p---fg--i:-p---fg--i,no slash,no slash
385018,51063,5008550,26,предполагаемый,предполагаемый,,,true,true,true,true,true,true,0,0,no slash,no slash,atr:atr,V-:V-,-spppmn-wi:-spppmn-wi,no slash,no slash
385018,51063,5008551,27,урожай,урожай,,,true,true,true,true,true,true,0,0,no slash,no slash,sub:sub,Nb:Nb,-s---mn--i:-s---mn--i,no slash,no slash
385018,51063,5008552,28,2700,2700,,,true,true,false,false,true,true,1,1,true,true,xobj:xobj,Ma:Ma,-x---xx--i:-x---xx--i,xsub,xsub
385018,51063,5008553,29,тонн,тонн,,,true,true,false,false,true,false,0,1,extra slash,extra slash,part:xobj,Nb:Nb,-p---fg--i:-p---fg--i,no slash,xsub
385018,51063,5008554,30,опия,опия,,,true,true,true,true,true,true,0,0,no slash,no slash,atr:atr,Nb:Nb,-s---mg--i:-s---mg--i,no slash,no slash
385018,51063,5008555,31,основного,основного,,,true,true,true,true,true,true,0,0,no slash,no slash,atr:atr,A-:A-,-s---mgpwi:-s---mgpwi,no slash,no slash
385018,51063,5008556,32,компонента,компонента,,,true,true,true,true,true,true,0,0,no slash,no slash,apos:apos,Nb:Nb,-s---mg--i:-s---mg--i,no slash,no slash
385018,51063,5008557,33,героина,героина,,,true,true,true,true,true,true,0,0,no slash,no slash,atr:atr,Nb:Nb,-s---mg--i:-s---mg--i,no slash,no slash
385018,51063,5008558,1000,,,C,C,true,true,true,true,true,true,0,0,no slash,no slash,pred:pred,:,:,no slash,no slash
385018,51063,5008560,1001,,,V,V,true,true,false,false,true,true,0,0,no slash,no slash,pred:part,:,:,no slash,no slash
385018,51063,5008561,1002,,,V,V,true,true,false,false,true,true,0,0,no slash,no slash,parpred:pred,:,:,no slash,no slash
385018,51063,no match,1003,no match,,no match,V,no match,no match,no match,no match,no match,no match,no match,0,no match,no match,no match,no match
385019,12418,5008562,1,Пожалуй,Пожалуй,,,true,true,true,true,true,true,1,1,true,true,xobj:xobj,Df:Df,---------n:---------n,xsub,xsub
385019,12418,5008563,2,чаще,чаще,,,true,true,true,true,true,true,0,0,no slash,no slash,adv:adv,Df:Df,-------c-i:-------c-i,no slash,no slash
385019,12418,5008564,3,всего,всего,,,true,true,true,true,true,true,0,0,no slash,no slash,obl:obl,Px:Px,-s---ng--i:-s---ng--i,no slash,no slash
385019,12418,5008565,4,упоминается,упоминается,,,true,true,true,true,true,true,0,0,no slash,no slash,pred:pred,V-:V-,3spip----i:3spip----i,no slash,no slash
385019,12418,5008566,5,дед,дед,,,true,true,true,true,true,true,0,0,no slash,no slash,sub:sub,Nb:Nb,-s---mn--i:-s---mn--i,no slash,no slash
385019,12418,5008567,6,по,по,,,true,true,true,true,true,true,0,0,no slash,no slash,atr:atr,R-:R-,---------n:---------n,no slash,no slash
385019,12418,5008568,7,матери,матери,,,true,true,true,true,true,true,0,0,no slash,no slash,obl:obl,Nb:Nb,-s---fd--i:-s---fd--i,no slash,no slash
385019,12418,5008569,8,член-корреспондент,член-корреспондент,,,true,true,true,true,true,true,0,0,no slash,no slash,apos:apos,Nb:Nb,-s---mn--i:-s---mn--i,no slash,no slash
385019,12418,5008570,9,АН,АН,,,true,true,true,true,true,true,0,0,no slash,no slash,atr:atr,Ne:Ne,-s---fg--i:-s---fg--i,no slash,no slash
385019,12418,5008571,10,СССР,СССР,,,true,true,true,true,true,true,0,0,no slash,no slash,atr:atr,Ne:Ne,-s---mg--i:-s---mg--i,no slash,no slash
385019,12418,5008572,11,Николай,Николай,,,true,true,true,true,true,true,0,0,no slash,no slash,apos:apos,Ne:Ne,-s---mn--i:-s---mn--i,no slash,no slash
385019,12418,5008573,12,Георгиевич,Георгиевич,,,true,true,true,true,true,true,0,0,no slash,no slash,apos:apos,Ne:Ne,-s---mn--i:-s---mn--i,no slash,no slash
385019,12418,5008574,13,Келль,Келль,,,true,true,true,true,true,true,0,0,no slash,no slash,apos:apos,Ne:Ne,-s---mn--i:-s---mn--i,no slash,no slash
385019,12418,5008575,1000,,,V,V,true,true,true,true,true,true,0,0,no slash,no slash,parpred:parpred,:,:,no slash,no slash
385020,50207,5008576,1,На,На,,,true,true,true,true,true,true,0,0,no slash,no slash,adv:adv,R-:R-,---------n:---------n,no slash,no slash
385020,50207,5008577,2,пресс-конференции,пресс-конференции,,,true,true,true,true,true,true,0,0,no slash,no slash,obl:obl,Nb:Nb,-s---fl--i:-s---fl--i,no slash,no slash
385020,50207,5008578,3,после,после,,,true,true,true,true,true,true,0,0,no slash,no slash,atr:atr,R-:R-,---------n:---------n,no slash,no slash
385020,50207,5008579,4,встречи,встречи,,,true,true,true,true,true,true,0,0,no slash,no slash,obl:obl,Nb:Nb,-s---fg--i:-s---fg--i,no slash,no slash
385020,50207,5008580,5,со,со,,,true,true,true,true,true,true,0,0,no slash,no slash,atr:atr,R-:R-,---------n:---------n,no slash,no slash
385020,50207,5008581,6,своим,своим,,,true,true,true,true,true,true,0,0,no slash,no slash,atr:atr,Pt:Pt,3s---mi--i:3s---mi--i,no slash,no slash
385020,50207,5008582,7,индонезийским,индонезийским,,,true,true,true,true,true,true,0,0,no slash,no slash,atr:atr,A-:A-,-s---mipwi:-s---mipwi,no slash,no slash
385020,50207,5008583,8,коллегой,коллегой,,,true,true,true,true,true,true,0,0,no slash,no slash,obl:obl,Nb:Nb,-s---mi--i:-s---mi--i,no slash,no slash
385020,50207,5008584,9,Хасаном,Хасаном,,,true,true,true,true,true,true,0,0,no slash,no slash,apos:apos,Ne:Ne,-s---mi--i:-s---mi--i,no slash,no slash
385020,50207,5008585,10,Вираджудой,Вираджудой,,,true,true,true,true,true,true,0,0,no slash,no slash,apos:apos,Ne:Ne,-s---mi--i:-s---mi--i,no slash,no slash
385020,50207,5008586,11,Гофф,Гофф,,,true,true,true,true,true,true,0,0,no slash,no slash,sub:sub,Ne:Ne,-s---mn--i:-s---mn--i,no slash,no slash
385020,50207,5008587,12,заявил,заявил,,,true,true,true,true,true,true,0,0,no slash,no slash,pred:pred,V-:V-,-sspamn-si:-sspamn-si,no slash,no slash
385020,50207,5008588,13,что,что,,,true,true,true,true,true,true,0,0,no slash,no slash,comp:comp,G-:G-,---------n:---------n,no slash,no slash
385020,50207,5008589,14,необходимо,необходимо,,,true,true,true,true,true,true,1,1,true,true,xobj:xobj,A-:A-,-s---nnpsi:-s---nnpsi,xsub,xsub
385020,50207,5008590,15,бороться,бороться,,,true,true,true,true,true,true,0,0,no slash,no slash,comp:comp,V-:V-,---nm----i:---nm----i,no slash,no slash
385020,50207,5008591,16,с,с,,,true,true,true,true,true,true,0,0,no slash,no slash,obl:obl,R-:R-,---------n:---------n,no slash,no slash
385020,50207,5008592,17,торговцами,торговцами,,,true,true,true,true,true,true,0,0,no slash,no slash,obl:obl,Nb:Nb,-p---mi--i:-p---mi--i,no slash,no slash
385020,50207,5008593,18,людьми,людьми,,,true,true,true,true,true,true,0,0,no slash,no slash,narg:narg,Nb:Nb,-p---mi--i:-p---mi--i,no slash,no slash
385020,50207,5008594,19,из-за,из-за,,,true,true,true,true,true,true,0,0,no slash,no slash,adv:adv,R-:R-,---------n:---------n,no slash,no slash
385020,50207,5008595,20,которых,которых,,,true,true,true,true,true,true,0,0,no slash,no slash,obl:obl,Pr:Pr,-p---xg--i:-p---xg--i,no slash,no slash
385020,50207,5008596,21,Австралия,Австралия,,,true,true,true,true,true,true,0,0,no slash,no slash,sub:sub,Ne:Ne,-s---fn--i:-s---fn--i,no slash,no slash
385020,50207,5008597,22,Новая,Новая,,,true,true,true,true,true,true,0,0,no slash,no slash,atr:atr,A-:A-,-s---fnpwi:-s---fnpwi,no slash,no slash
385020,50207,5008598,23,Зеландия,Зеландия,,,true,true,true,true,true,true,0,0,no slash,no slash,sub:sub,Ne:Ne,-s---fn--i:-s---fn--i,no slash,no slash
385020,50207,5008599,24,и,и,,,true,true,true,true,true,true,0,0,no slash,no slash,sub:sub,C-:C-,---------n:---------n,no slash,no slash
385020,50207,5008600,25,Индонезия,Индонезия,,,true,true,true,true,true,true,0,0,no slash,no slash,sub:sub,Ne:Ne,-s---fn--i:-s---fn--i,no slash,no slash
385020,50207,5008601,26,сталкиваются,сталкиваются,,,true,true,true,true,true,true,0,0,no slash,no slash,rel:rel,V-:V-,3ppip----i:3ppip----i,no slash,no slash
385020,50207,5008602,27,с,с,,,true,true,true,true,true,true,0,0,no slash,no slash,obl:obl,R-:R-,---------n:---------n,no slash,no slash
385020,50207,5008603,28,проблемой,проблемой,,,true,true,true,true,true,true,0,0,no slash,no slash,obl:obl,Nb:Nb,-s---fi--i:-s---fi--i,no slash,no slash
385020,50207,5008604,29,беженцев,беженцев,,,true,true,true,true,true,true,0,0,no slash,no slash,atr:atr,Nb:Nb,-p---mg--i:-p---mg--i,no slash,no slash
385020,50207,5008605,30,из,из,,,true,true,true,true,true,true,0,0,no slash,no slash,narg:narg,R-:R-,---------n:---------n,no slash,no slash
385020,50207,5008606,31,Афганистана,Афганистана,,,true,true,true,true,true,true,0,0,no slash,no slash,obl:obl,Ne:Ne,-s---mg--i:-s---mg--i,no slash,no slash
385020,50207,5008607,32,и,и,,,true,true,true,true,true,true,0,0,no slash,no slash,obl:obl,C-:C-,---------n:---------n,no slash,no slash
385020,50207,5008608,33,стран,стран,,,true,true,true,true,true,true,0,0,no slash,no slash,obl:obl,Nb:Nb,-p---fg--i:-p---fg--i,no slash,no slash
385020,50207,5008609,34,Ближнего,Ближнего,,,true,true,true,true,true,true,0,0,no slash,no slash,atr:atr,A-:A-,-s---mgpwi:-s---mgpwi,no slash,no slash
385020,50207,5008610,35,Востока,Востока,,,true,true,true,true,true,true,0,0,no slash,no slash,atr:atr,Ne:Ne,-s---mg--i:-s---mg--i,no slash,no slash
385020,50207,5008611,1000,,,V,V,true,true,true,true,true,true,0,0,no slash,no slash,pred:pred,:,:,no slash,no slash
385021,26978,5008612,1,Поэтому,Поэтому,,,true,true,true,true,true,true,0,0,no slash,no slash,adv:adv,Df:Df,---------n:---------n,no slash,no slash
385021,26978,5008613,2,задача,задача,,,true,true,true,true,true,true,0,0,no slash,no slash,sub:sub,Nb:Nb,-s---fn--i:-s---fn--i,no slash,no slash
385021,26978,5008614,3,строительства,строительства,,,true,true,true,true,true,true,0,0,no slash,no slash,narg:narg,Nb:Nb,-s---ng--i:-s---ng--i,no slash,no slash
385021,26978,5008615,4,общества,общества,,,true,true,true,true,true,true,0,0,no slash,no slash,narg:narg,Nb:Nb,-s---ng--i:-s---ng--i,no slash,no slash
385021,26978,5008616,5,не,не,,,true,true,true,true,true,true,0,0,no slash,no slash,aux:aux,Df:Df,---------n:---------n,no slash,no slash
385021,26978,5008617,6,менее,менее,,,true,true,true,true,true,true,0,0,no slash,no slash,aux:aux,Df:Df,---------n:---------n,no slash,no slash
385021,26978,5008618,7,важна,важна,,,true,true,true,true,true,true,1,1,true,true,xobj:xobj,A-:A-,-s---fnpsi:-s---fnpsi,xsub,xsub
385021,26978,5008619,8,чем,чем,,,true,true,true,true,true,true,0,0,no slash,no slash,obl:obl,Df:Df,---------n:---------n,no slash,no slash
385021,26978,5008620,9,задача,задача,,,true,true,true,true,true,true,0,0,no slash,no slash,sub:sub,Nb:Nb,-s---fn--i:-s---fn--i,no slash,no slash
